0.064516 0.580645 0.354839 
0.064516 0.612903 0.322581 
0.064516 0.645161 0.290323 
0.064516 0.677419 0.258065 
0.064516 0.709677 0.225806 
0.064516 0.741935 0.193548 
0.064516 0.774194 0.161290 
0.064516 0.806452 0.129032 
0.064516 0.838710 0.096774 
0.064516 0.870968 0.064516 
0.064516 0.903226 0.032258 
0.064516 0.935484 0.000000 
0.096774 0.064516 0.838710 
0.096774 0.096774 0.806452 
0.096774 0.129032 0.774194 
0.096774 0.161290 0.741935 
0.096774 0.193548 0.709677 
0.096774 0.225806 0.677419 
0.096774 0.258065 0.645161 
0.096774 0.290323 0.612903 
0.096774 0.322581 0.580645 
0.096774 0.354839 0.548387 
0.096774 0.387097 0.516129 
0.096774 0.419355 0.483871 
0.096774 0.451613 0.451613 
0.096774 0.483871 0.419355 
0.096774 0.516129 0.387097 
0.096774 0.548387 0.354839 
0.096774 0.612903 0.290323 
0.096774 0.645161 0.258065 
0.096774 0.677419 0.225806 
0.096774 0.709677 0.193548 
0.096774 0.741935 0.161290 
0.096774 0.774194 0.129032 
0.096774 0.806452 0.096774 
0.096774 0.838710 0.064516 
0.096774 0.870968 0.032258 
0.096774 0.903226 0.000000 
0.129032 0.000000 0.870968 
0.129032 0.032258 0.838710 
0.129032 0.096774 0.774194 
0.129032 0.129032 0.741935 
0.129032 0.161290 0.709677 
0.129032 0.193548 0.677419 
0.129032 0.225806 0.645161 
0.129032 0.258065 0.612903 
0.129032 0.290323 0.580645 
0.129032 0.322581 0.548387 
0.129032 0.354839 0.516129 
0.129032 0.387097 0.483871 
0.129032 0.419355 0.451613 
0.129032 0.451613 0.419355 
0.129032 0.483871 0.387097 
0.129032 0.516129 0.354839 
0.129032 0.548387 0.322581 
0.129032 0.580645 0.290323 
0.129032 0.612903 0.258065 
0.129032 0.645161 0.225806 
0.129032 0.677419 0.193548 
0.129032 0.709677 0.161290 
0.129032 0.741935 0.129032 
0.129032 0.774194 0.096774 
0.129032 0.806452 0.064516 
0.129032 0.838710 0.032258 
0.129032 0.870968 0.000000 
0.161290 0.000000 0.838710 
0.161290 0.032258 0.806452 
0.161290 0.064516 0.774194 
0.161290 0.096774 0.741935 
0.161290 0.129032 0.709677 
0.161290 0.161290 0.677419 
0.161290 0.193548 0.645161 
0.161290 0.225806 0.612903 
0.161290 0.258065 0.580645 
0.161290 0.290323 0.548387 
0.161290 0.322581 0.516129 
0.161290 0.354839 0.483871 
0.161290 0.387097 0.451613 
0.161290 0.419355 0.419355 
0.161290 0.451613 0.387097 
0.161290 0.516129 0.322581 
0.161290 0.548387 0.290323 
0.161290 0.612903 0.225806 
0.161290 0.645161 0.193548 
0.161290 0.677419 0.161290 
0.161290 0.709677 0.129032 
0.161290 0.741935 0.096774 
0.161290 0.774194 0.064516 
0.161290 0.806452 0.032258 
0.161290 0.838710 0.000000 
0.193548 0.000000 0.806452 
0.193548 0.032258 0.774194 
0.193548 0.064516 0.741935 
0.193548 0.096774 0.709677 
0.193548 0.129032 0.677419 
0.193548 0.161290 0.645161 
0.193548 0.193548 0.612903 
0.193548 0.225806 0.580645 
0.193548 0.258065 0.548387 
0.193548 0.290323 0.516129 
0.193548 0.322581 0.483871 
0.193548 0.354839 0.451613 
0.193548 0.387097 0.419355 
0.193548 0.419355 0.387097 
0.193548 0.451613 0.354839 
0.193548 0.483871 0.322581 
0.193548 0.516129 0.290323 
0.193548 0.548387 0.258065 
0.193548 0.580645 0.225806 
0.193548 0.612903 0.193548 
0.193548 0.645161 0.161290 
0.193548 0.677419 0.129032 
0.193548 0.709677 0.096774 
0.193548 0.741935 0.064516 
0.193548 0.774194 0.032258 
0.193548 0.806452 0.000000 
0.225806 0.000000 0.774194 
0.225806 0.032258 0.741935 
0.225806 0.096774 0.677419 
0.225806 0.161290 0.612903 
0.225806 0.193548 0.580645 
0.225806 0.225806 0.548387 
0.225806 0.258065 0.516129 
0.225806 0.290323 0.483871 
0.225806 0.322581 0.451613 
0.225806 0.387097 0.387097 
0.225806 0.419355 0.354839 
0.225806 0.483871 0.290323 
0.225806 0.516129 0.258065 
0.225806 0.548387 0.225806 
0.225806 0.580645 0.193548 
0.225806 0.612903 0.161290 
0.225806 0.645161 0.129032 
0.225806 0.677419 0.096774 
0.225806 0.709677 0.064516 
0.225806 0.741935 0.032258 
0.225806 0.774194 0.000000 
0.258065 0.000000 0.741935 
0.258065 0.032258 0.709677 
0.258065 0.064516 0.677419 
0.258065 0.096774 0.645161 
0.258065 0.129032 0.612903 
0.258065 0.161290 0.580645 
0.258065 0.193548 0.548387 
0.258065 0.225806 0.516129 
0.258065 0.258065 0.483871 
0.258065 0.290323 0.451613 
0.258065 0.322581 0.419355 
0.258065 0.354839 0.387097 
0.258065 0.387097 0.354839 
0.258065 0.419355 0.322581 
0.258065 0.451613 0.290323 
0.258065 0.516129 0.225806 
0.258065 0.548387 0.193548 
0.258065 0.580645 0.161290 
0.258065 0.612903 0.129032 
0.258065 0.645161 0.096774 
0.258065 0.677419 0.064516 
0.258065 0.709677 0.032258 
0.258065 0.741935 0.000000 
0.290323 0.032258 0.677419 
0.290323 0.064516 0.645161 
0.290323 0.096774 0.612903 
0.290323 0.129032 0.580645 
0.290323 0.161290 0.548387 
0.290323 0.193548 0.516129 
0.290323 0.225806 0.483871 
0.290323 0.258065 0.451613 
0.290323 0.290323 0.419355 
0.290323 0.322581 0.387097 
0.290323 0.354839 0.354839 
0.290323 0.387097 0.322581 
0.290323 0.419355 0.290323 
0.290323 0.451613 0.258065 
0.290323 0.483871 0.225806 
0.290323 0.516129 0.193548 
0.290323 0.548387 0.161290 
0.290323 0.580645 0.129032 
0.290323 0.612903 0.096774 
0.290323 0.645161 0.064516 
0.290323 0.677419 0.032258 
0.290323 0.709677 0.000000 
0.322581 0.000000 0.677419 
0.322581 0.032258 0.645161 
0.322581 0.064516 0.612903 
0.322581 0.096774 0.580645 
0.322581 0.129032 0.548387 
0.322581 0.161290 0.516129 
0.322581 0.193548 0.483871 
0.322581 0.225806 0.451613 
0.322581 0.258065 0.419355 
0.322581 0.290323 0.387097 
0.322581 0.322581 0.354839 
0.322581 0.354839 0.322581 
0.322581 0.387097 0.290323 
0.322581 0.419355 0.258065 
0.322581 0.451613 0.225806 
0.322581 0.516129 0.161290 
0.322581 0.548387 0.129032 
0.322581 0.580645 0.096774 
0.322581 0.612903 0.064516 
0.322581 0.645161 0.032258 
0.322581 0.677419 0.000000 
0.354839 0.000000 0.645161 
0.354839 0.032258 0.612903 
0.354839 0.064516 0.580645 
0.354839 0.096774 0.548387 
0.354839 0.129032 0.516129 
0.354839 0.161290 0.483871 
0.354839 0.193548 0.451613 
0.354839 0.225806 0.419355 
0.354839 0.258065 0.387097 
0.354839 0.290323 0.354839 
0.354839 0.322581 0.322581 
0.354839 0.354839 0.290323 
0.354839 0.387097 0.258065 
0.354839 0.451613 0.193548 
0.354839 0.483871 0.161290 
0.354839 0.516129 0.129032 
0.354839 0.548387 0.096774 
0.354839 0.580645 0.064516 
0.354839 0.612903 0.032258 
0.354839 0.645161 0.000000 
0.387097 0.000000 0.612903 
0.387097 0.032258 0.580645 
0.387097 0.064516 0.548387 
0.387097 0.096774 0.516129 
0.387097 0.129032 0.483871 
0.387097 0.161290 0.451613 
0.387097 0.193548 0.419355 
0.387097 0.225806 0.387097 
0.387097 0.258065 0.354839 
0.387097 0.290323 0.322581 
0.387097 0.322581 0.290323 
0.387097 0.354839 0.258065 
0.387097 0.387097 0.225806 
0.387097 0.419355 0.193548 
0.387097 0.451613 0.161290 
0.387097 0.483871 0.129032 
0.387097 0.516129 0.096774 
0.387097 0.548387 0.064516 
0.387097 0.580645 0.032258 
0.387097 0.612903 0.000000 
0.419355 0.000000 0.580645 
0.419355 0.032258 0.548387 
0.419355 0.064516 0.516129 
0.419355 0.096774 0.483871 
0.419355 0.129032 0.451613 
0.419355 0.161290 0.419355 
0.419355 0.193548 0.387097 
0.419355 0.225806 0.354839 
0.419355 0.258065 0.322581 
0.419355 0.290323 0.290323 
0.419355 0.322581 0.258065 
0.419355 0.354839 0.225806 
0.419355 0.387097 0.193548 
0.419355 0.419355 0.161290 
0.419355 0.483871 0.096774 
0.419355 0.516129 0.064516 
0.419355 0.548387 0.032258 
0.419355 0.580645 0.000000 
0.451613 0.000000 0.548387 
0.451613 0.032258 0.516129 
0.451613 0.064516 0.483871 
0.451613 0.096774 0.451613 
0.451613 0.129032 0.419355 
0.451613 0.161290 0.387097 
0.451613 0.193548 0.354839 
0.451613 0.225806 0.322581 
0.451613 0.258065 0.290323 
0.451613 0.290323 0.258065 
0.451613 0.322581 0.225806 
0.451613 0.354839 0.193548 
0.451613 0.387097 0.161290 
0.451613 0.419355 0.129032 
0.451613 0.451613 0.096774 
0.451613 0.483871 0.064516 
0.451613 0.516129 0.032258 
0.451613 0.548387 0.000000 
0.483871 0.000000 0.516129 
0.483871 0.064516 0.451613 
0.483871 0.096774 0.419355 
0.483871 0.129032 0.387097 
0.483871 0.161290 0.354839 
0.483871 0.193548 0.322581 
0.483871 0.225806 0.290323 
0.483871 0.258065 0.258065 
0.483871 0.322581 0.193548 
0.483871 0.354839 0.161290 
0.483871 0.387097 0.129032 
0.483871 0.419355 0.096774 
0.483871 0.451613 0.064516 
0.483871 0.483871 0.032258 
0.483871 0.516129 0.000000 
0.516129 0.000000 0.483871 
0.516129 0.032258 0.451613 
0.516129 0.064516 0.419355 
0.516129 0.096774 0.387097 
0.516129 0.129032 0.354839 
0.516129 0.161290 0.322581 
0.516129 0.193548 0.290323 
0.516129 0.225806 0.258065 
0.516129 0.322581 0.161290 
0.516129 0.354839 0.129032 
0.516129 0.387097 0.096774 
0.516129 0.419355 0.064516 
0.516129 0.451613 0.032258 
0.516129 0.483871 0.000000 
0.548387 0.000000 0.451613 
0.548387 0.032258 0.419355 
0.548387 0.064516 0.387097 
0.548387 0.096774 0.354839 
0.548387 0.129032 0.322581 
0.548387 0.161290 0.290323 
0.548387 0.193548 0.258065 
0.548387 0.225806 0.225806 
0.548387 0.258065 0.193548 
0.548387 0.290323 0.161290 
0.548387 0.322581 0.129032 
0.548387 0.354839 0.096774 
0.548387 0.387097 0.064516 
0.548387 0.419355 0.032258 
0.548387 0.451613 0.000000 
0.580645 0.000000 0.419355 
0.580645 0.032258 0.387097 
0.580645 0.064516 0.354839 
0.580645 0.096774 0.322581 
0.580645 0.129032 0.290323 
0.580645 0.161290 0.258065 
0.580645 0.193548 0.225806 
0.580645 0.225806 0.193548 
0.580645 0.258065 0.161290 
0.580645 0.290323 0.129032 
0.580645 0.322581 0.096774 
0.580645 0.354839 0.064516 
0.580645 0.387097 0.032258 
0.580645 0.419355 0.000000 
0.612903 0.000000 0.387097 
0.612903 0.032258 0.354839 
0.612903 0.064516 0.322581 
0.612903 0.096774 0.290323 
0.612903 0.129032 0.258065 
0.612903 0.161290 0.225806 
0.612903 0.193548 0.193548 
0.612903 0.225806 0.161290 
0.612903 0.258065 0.129032 
0.612903 0.290323 0.096774 
0.612903 0.322581 0.064516 
0.612903 0.354839 0.032258 
0.612903 0.387097 0.000000 
0.645161 0.000000 0.354839 
0.645161 0.032258 0.322581 
0.645161 0.064516 0.290323 
0.645161 0.096774 0.258065 
0.645161 0.129032 0.225806 
0.645161 0.193548 0.161290 
0.645161 0.225806 0.129032 
0.645161 0.258065 0.096774 
0.645161 0.290323 0.064516 
0.645161 0.322581 0.032258 
0.645161 0.354839 0.000000 
0.677419 0.000000 0.322581 
0.677419 0.032258 0.290323 
0.677419 0.064516 0.258065 
0.677419 0.096774 0.225806 
0.677419 0.129032 0.193548 
0.677419 0.161290 0.161290 
0.677419 0.193548 0.129032 
0.677419 0.225806 0.096774 
0.677419 0.290323 0.032258 
0.677419 0.322581 0.000000 
0.709677 0.000000 0.290323 
0.709677 0.032258 0.258065 
0.709677 0.064516 0.225806 
0.709677 0.096774 0.193548 
0.709677 0.129032 0.161290 
0.709677 0.161290 0.129032 
0.709677 0.193548 0.096774 
0.709677 0.225806 0.064516 
0.709677 0.290323 0.000000 
0.741935 0.000000 0.258065 
0.741935 0.032258 0.225806 
0.741935 0.064516 0.193548 
0.741935 0.096774 0.161290 
0.741935 0.129032 0.129032 
0.741935 0.193548 0.064516 
0.741935 0.225806 0.032258 
0.741935 0.258065 0.000000 
0.774194 0.000000 0.225806 
0.774194 0.032258 0.193548 
0.774194 0.064516 0.161290 
0.774194 0.096774 0.129032 
0.774194 0.129032 0.096774 
0.774194 0.161290 0.064516 
0.774194 0.193548 0.032258 
0.806452 0.000000 0.193548 
0.806452 0.032258 0.161290 
0.806452 0.064516 0.129032 
0.806452 0.096774 0.096774 
0.806452 0.161290 0.032258 
0.806452 0.193548 0.000000 
0.838710 0.000000 0.161290 
0.838710 0.032258 0.129032 
0.838710 0.064516 0.096774 
0.838710 0.096774 0.064516 
0.838710 0.129032 0.032258 
0.838710 0.161290 0.000000 
0.870968 0.000000 0.129032 
0.870968 0.032258 0.096774 
0.870968 0.064516 0.064516 
0.870968 0.096774 0.032258 
0.870968 0.129032 0.000000 
0.903226 0.000000 0.096774 
0.903226 0.032258 0.064516 
0.903226 0.064516 0.032258 
0.903226 0.096774 0.000000 
0.935484 0.032258 0.032258 
0.935484 0.064516 0.000000 
0.967742 0.000000 0.032258 
0.967742 0.032258 0.000000 
1.000000 0.000000 0.000000 
